,ID,Count
96,18288,436.8246355557129
97,18289,348.60891266590784
98,18290,295.0305142687382
99,18291,243.77317369839463
100,18292,205.18461698550993
101,18293,183.67407772753276
102,18294,197.49950913080153
103,18295,229.04726501114004
104,18296,263.7622168558436
105,18297,340.838414723925
106,18298,483.7814208215026
107,18299,536.3351381713779
108,18300,542.0174603427383
109,18301,479.37218722405385
110,18302,512.5656429682293
111,18303,506.09152180577786
112,18304,493.1743304217023
113,18305,504.6631785277309
114,18306,517.0835548585728
115,18307,548.6778871501522
116,18308,527.2605007146559
117,18309,492.1418866392003
118,18310,493.92731573675894
119,18311,482.252161985768
120,18288,436.4719318788275
121,18289,348.3274366792436
122,18290,294.7922988873103
123,18291,243.57634483918878
124,18292,205.0189455398987
125,18293,183.52577445594503
126,18294,197.3400428429973
127,18295,228.8623262371462
128,18296,263.54924831850326
129,18297,340.5632128412656
130,18298,483.39080300363275
131,18299,535.902087102646
132,18300,541.5798212179307
133,18301,478.9851295371277
134,18302,512.1517840138458
135,18303,505.68289022675907
136,18304,492.7761285220682
137,18305,504.2557002305672
138,18306,516.6660480235391
139,18307,548.2348702219119
140,18308,526.834776746405
141,18309,491.7445183617767
142,18310,493.5285058570165
143,18311,481.8627789316232
144,18288,436.1192282019422
145,18289,348.04596069257934
146,18290,294.55408350588255
147,18291,243.37951597998293
148,18292,204.85327409428749
149,18293,183.3774711843573
150,18294,197.1805765551931
151,18295,228.6773874631524
152,18296,263.336279781163
153,18297,340.2880109586063
154,18298,483.0001851857628
155,18299,535.4690360339139
156,18300,541.1421820931232
157,18301,478.5980718502016
158,18302,511.73792505946244
159,18303,505.27425864774034
160,18304,492.3779266224342
161,18305,503.8482219334035
162,18306,516.2485411885056
163,18307,547.7918532936717
164,18308,526.4090527781543
165,18309,491.3471500843532
166,18310,493.1296959772741
167,18311,481.47339587747865
168,18288,435.76652452505675
169,18289,347.76448470591515
170,18290,294.3158681244547
171,18291,243.18268712077702
172,18292,204.68760264867626
173,18293,183.22916791276953
174,18294,197.0211102673889
175,18295,228.49244868915858
176,18296,263.12331124382274
177,18297,340.01280907594696
178,18298,482.60956736789296
179,18299,535.0359849651818
180,18300,540.7045429683158
181,18301,478.21101416327554
182,18302,511.32406610507894
183,18303,504.86562706872155
184,18304,491.97972472280014
185,18305,503.44074363623974
186,18306,515.8310343534719
187,18307,547.3488363654315
188,18308,525.9833288099035
189,18309,490.94978180692954
190,18310,492.7308860975317
191,18311,481.084012823334
192,18288,435.41382084817144
193,18289,347.4830087192509
194,18290,294.0776527430269
195,18291,242.98585826157122
196,18292,204.52193120306504
197,18293,183.08086464118182
198,18294,196.8616439795847
199,18295,228.30750991516476
200,18296,262.9103427064825
201,18297,339.7376071932876
202,18298,482.218949550023
203,18299,534.6029338964498
204,18300,540.2669038435082
205,18301,477.8239564763495
206,18302,510.91020715069556
207,18303,504.4569954897029
208,18304,491.5815228231661
209,18305,503.03326533907614
210,18306,515.4135275184383
211,18307,546.9058194371912
212,18308,525.5576048416526
213,18309,490.552413529506
214,18310,492.3320762177894
215,18311,480.6946297691893
216,18288,435.061117171286
217,18289,347.2015327325867
218,18290,293.8394373615991
219,18291,242.78902940236532
220,18292,204.35625975745378
221,18293,182.93256136959405
222,18294,196.7021776917805
223,18295,228.1225711411709
224,18296,262.6973741691422
225,18297,339.46240531062824
226,18298,481.8283317321532
227,18299,534.1698828277177
228,18300,539.8292647187006
229,18301,477.4368987894235
230,18302,510.49634819631206
231,18303,504.0483639106841
232,18304,491.18332092353216
233,18305,502.62578704191236
234,18306,514.9960206834046
235,18307,546.4628025089509
236,18308,525.1318808734018
237,18309,490.15504525208235
238,18310,491.933266338047
239,18311,480.30524671504463
240,18288,434.70841349440065
241,18289,346.92005674592247
242,18290,293.60122198017126
243,18291,242.59220054315952
244,18292,204.1905883118426
245,18293,182.78425809800635
246,18294,196.5427114039763
247,18295,227.93763236717712
248,18296,262.4844056318019
249,18297,339.18720342796894
250,18298,481.4377139142832
251,18299,533.7368317589858
252,18300,539.3916255938932
253,18301,477.0498411024974
254,18302,510.08248924192867
255,18303,503.6397323316654
256,18304,490.7851190238981
257,18305,502.2183087447487
258,18306,514.578513848371
259,18307,546.0197855807106
260,18308,524.706156905151
261,18309,489.7576769746588
262,18310,491.5344564583046
263,18311,479.9158636609
264,18288,434.3557098175152
265,18289,346.6385807592582
266,18290,293.3630065987434
267,18291,242.3953716839536
268,18292,204.02491686623137
269,18293,182.63595482641858
270,18294,196.38324511617208
271,18295,227.75269359318327
272,18296,262.27143709446165
273,18297,338.9120015453096
274,18298,481.0470960964134
275,18299,533.3037806902537
276,18300,538.9539864690856
277,18301,476.66278341557125
278,18302,509.66863028754517
279,18303,503.2311007526466
280,18304,490.3869171242641
281,18305,501.810830447585
282,18306,514.1610070133373
283,18307,545.5767686524704
284,18308,524.2804329369002
285,18309,489.3603086972352
286,18310,491.13564657856216
287,18311,479.5264806067553
288,18288,434.00300614062985
289,18289,346.357104772594
290,18290,293.12479121731565
291,18291,242.1985428247478
292,18292,203.85924542062014
293,18293,182.48765155483085
294,18294,196.22377882836793
295,18295,227.56775481918947
296,18296,262.0584685571214
297,18297,338.6367996626502
298,18298,480.65647827854343
299,18299,532.8707296215218
300,18300,538.5163473442782
301,18301,476.2757257286453
302,18302,509.25477133316167
303,18303,502.8224691736279
304,18304,489.9887152246301
305,18305,501.40335215042126
306,18306,513.7435001783036
307,18307,545.13375172423
308,18308,523.8547089686494
309,18309,488.9629404198117
310,18310,490.7368366988198
311,18311,479.1370975526107
312,18288,433.6503024637444
313,18289,346.0756287859298
314,18290,292.8865758358878
315,18291,242.0017139655419
316,18292,203.69357397500892
317,18293,182.3393482832431
318,18294,196.0643125405637
319,18295,227.38281604519563
320,18296,261.84550001978107
321,18297,338.36159777999086
322,18298,480.2658604606736
323,18299,532.4376785527897
324,18300,538.0787082194706
325,18301,475.88866804171914
326,18302,508.8409123787783
327,18303,502.4138375946091
328,18304,489.590513324996
329,18305,500.99587385325754
330,18306,513.32599334327
331,18307,544.6907347959898
332,18308,523.4289850003986
333,18309,488.5655721423881
334,18310,490.3380268190774
335,18311,478.747714498466
336,18288,433.297598786859
337,18289,345.7941527992656
338,18290,292.64836045446
339,18291,241.8048851063361
340,18292,203.52790252939772
341,18293,182.19104501165538
342,18294,195.90484625275946
343,18295,227.1978772712018
344,18296,261.6325314824408
345,18297,338.0863958973315
346,18298,479.87524264280376
347,18299,532.0046274840577
348,18300,537.6410690946631
349,18301,475.5016103547932
350,18302,508.4270534243948
351,18303,502.0052060155904
352,18304,489.19231142536205
353,18305,500.5883955560939
354,18306,512.9084865082364
355,18307,544.2477178677495
356,18308,523.0032610321479
357,18309,488.16820386496454
358,18310,489.9392169393351
359,18311,478.35833144432144
360,18288,432.9448951099736
361,18289,345.51267681260134
362,18290,292.41014507303214
363,18291,241.6080562471302
364,18292,203.36223108378647
365,18293,182.0427417400676
366,18294,195.7453799649553
367,18295,227.01293849720798
368,18296,261.41956294510055
369,18297,337.81119401467214
370,18298,479.4846248249338
371,18299,531.5715764153256
372,18300,537.2034299698555
373,18301,475.11455266786703
374,18302,508.0131944700114
375,18303,501.5965744365716
376,18304,488.79410952572795
377,18305,500.1809172589301
378,18306,512.4909796732028
379,18307,543.8047009395093
380,18308,522.577537063897
381,18309,487.7708355875409
382,18310,489.54040705959255
383,18311,477.9689483901767
384,18288,432.59219143308826
385,18289,345.23120082593715
386,18290,292.17192969160436
387,18291,241.41122738792438
388,18292,203.19655963817524
389,18293,181.8944384684799
390,18294,195.58591367715107
391,18295,226.8279997232142
392,18296,261.20659440776035
393,18297,337.53599213201284
394,18298,479.09400700706396
395,18299,531.1385253465936
396,18300,536.7657908450481
397,18301,474.72749498094095
398,18302,507.5993355156279
399,18303,501.1879428575529
400,18304,488.39590762609396
401,18305,499.7734389617664
402,18306,512.0734728381692
403,18307,543.3616840112691
404,18308,522.1518130956463
405,18309,487.37346731011735
406,18310,489.14159717985024
407,18311,477.57956533603203
408,18288,432.23948775620295
409,18289,344.94972483927296
410,18290,291.9337143101766
411,18291,241.2143985287185
412,18292,203.03088819256405
413,18293,181.74613519689217
414,18294,195.4264473893469
415,18295,226.6430609492204
416,18296,260.99362587042003
417,18297,337.2607902493535
418,18298,478.70338918919407
419,18299,530.7054742778616
420,18300,536.3281517202406
421,18301,474.34043729401503
422,18302,507.1854765612445
423,18303,500.7793112785341
424,18304,487.99770572645997
425,18305,499.3659606646027
426,18306,511.6559660031355
427,18307,542.9186670830288
428,18308,521.7260891273954
429,18309,486.9760990326938
430,18310,488.7427873001079
431,18311,477.1901822818875
432,18288,431.8867840793175
433,18289,344.6682488526087
434,18290,291.69549892874875
435,18291,241.01756966951268
436,18292,202.8652167469528
437,18293,181.5978319253044
438,18294,195.26698110154268
439,18295,226.45812217522655
440,18296,260.7806573330798
441,18297,336.9855883666941
442,18298,478.3127713713242
443,18299,530.2724232091296
444,18300,535.890512595433
445,18301,473.9533796070889
446,18302,506.771617606861
447,18303,500.37067969951534
448,18304,487.59950382682587
449,18305,498.95848236743893
450,18306,511.2384591681018
451,18307,542.4756501547885
452,18308,521.3003651591446
453,18309,486.57873075527016
454,18310,488.3439774203655
455,18311,476.8007992277428
456,18288,431.53408040243215
457,18289,344.3867728659445
458,18290,291.4572835473209
459,18291,240.8207408103068
460,18292,202.69954530134163
461,18293,181.4495286537167
462,18294,195.10751481373848
463,18295,226.27318340123273
464,18296,260.5676887957395
465,18297,336.7103864840348
466,18298,477.9221535534543
467,18299,529.8393721403976
468,18300,535.4528734706256
469,18301,473.5663219201628
470,18302,506.3577586524776
471,18303,499.96204812049666
472,18304,487.20130192719193
473,18305,498.5510040702753
474,18306,510.82095233306825
475,18307,542.0326332265483
476,18308,520.8746411908938
477,18309,486.18136247784656
478,18310,487.9451675406232
479,18311,476.4114161735981
480,18288,431.1813767255467
481,18289,344.1052968792802
482,18290,291.2190681658931
483,18291,240.62391195110092
484,18292,202.53387385573038
485,18293,181.30122538212893
486,18294,194.94804852593427
487,18295,226.08824462723888
488,18296,260.3547202583992
489,18297,336.43518460137545
490,18298,477.5315357355844
491,18299,529.4063210716655
492,18300,535.015234345818
493,18301,473.1792642332367
494,18302,505.9438996980941
495,18303,499.5534165414779
496,18304,486.80310002755783
497,18305,498.14352577311155
498,18306,510.4034454980346
499,18307,541.5896162983079
500,18308,520.448917222643
501,18309,485.783994200423
502,18310,487.54635766088074
503,18311,476.02203311945345
504,18288,430.82867304866136
505,18289,343.8238208926161
506,18290,290.98085278446524
507,18291,240.4270830918951
508,18292,202.36820241011918
509,18293,181.15292211054123
510,18294,194.7885822381301
511,18295,225.90330585324506
512,18296,260.14175172105894
513,18297,336.15998271871615
514,18298,477.1409179177145
515,18299,528.9732700029335
516,18300,534.5775952210106
517,18301,472.7922065463107
518,18302,505.53004074371074
519,18303,499.14478496245914
520,18304,486.40489812792384
521,18305,497.7360474759479
522,18306,509.98593866300104
523,18307,541.1465993700677
524,18308,520.0231932543923
525,18309,485.38662592299943
526,18310,487.1475477811383
527,18311,475.63265006530884
528,18288,430.47596937177593
529,18289,343.54234490595184
530,18290,290.74263740303746
531,18291,240.23025423268922
532,18292,202.20253096450796
533,18293,181.00461883895346
534,18294,194.62911595032585
535,18295,225.71836707925127
536,18296,259.9287831837187
537,18297,335.88478083605673
538,18298,476.7503000998446
539,18299,528.5402189342014
540,18300,534.139956096203
541,18301,472.40514885938467
542,18302,505.1161817893272
543,18303,498.73615338344035
544,18304,486.00669622828985
545,18305,497.32856917878416
546,18306,509.5684318279674
547,18307,540.7035824418274
548,18308,519.5974692861414
549,18309,484.9892576455758
550,18310,486.74873790139594
551,18311,475.2432670111641
552,18288,430.1232656948905
553,18289,343.26086891928765
554,18290,290.5044220216097
555,18291,240.03342537348337
556,18292,202.03685951889673
557,18293,180.85631556736573
558,18294,194.4696496625217
559,18295,225.53342830525747
560,18296,259.7158146463784
561,18297,335.60957895339743
562,18298,476.3596822819747
563,18299,528.1071678654695
564,18300,533.7023169713955
565,18301,472.0180911724586
566,18302,504.70232283494386
567,18303,498.3275218044216
568,18304,485.60849432865587
569,18305,496.92109088162044
570,18306,509.1509249929337
571,18307,540.2605655135872
572,18308,519.1717453178906
573,18309,484.59188936815224
574,18310,486.3499280216536
575,18311,474.85388395701955
576,18312,429.7705620180052
577,18313,342.97939293262334
578,18314,290.2662066401818
579,18315,239.83659651427752
580,18316,201.8711880732855
581,18317,180.708012295778
582,18318,194.31018337471747
583,18319,225.34848953126362
584,18320,259.50284610903816
585,18321,335.334377070738
586,18322,475.9690644641048
587,18323,527.6741167967375
588,18324,533.2646778465879
589,18325,471.63103348553244
590,18326,504.2884638805603
591,18327,497.91889022540283
592,18328,485.2102924290218
593,18329,496.5136125844567
594,18330,508.7334181579
595,18331,539.8175485853469
596,18332,518.7460213496397
597,18333,484.1945210907286
598,18334,485.95111814191114
599,18335,474.4645009028748
600,18312,429.41785834111977
601,18313,342.69791694595915
602,18314,290.027991258754
603,18315,239.63976765507167
604,18316,201.70551662767429
605,18317,180.55970902419025
606,18318,194.15071708691323
607,18319,225.1635507572698
608,18320,259.28987757169784
609,18321,335.0591751880787
610,18322,475.57844664623497
611,18323,527.2410657280054
612,18324,532.8270387217805
613,18325,471.24397579860647
614,18326,503.87460492617697
615,18327,497.51025864638416
616,18328,484.8120905293878
617,18329,496.10613428729306
618,18330,508.31591132286644
619,18331,539.3745316571067
620,18332,518.320297381389
621,18333,483.79715281330505
622,18334,485.5523082621688
623,18335,474.07511784873026
624,18312,429.06515466423434
625,18313,342.41644095929496
626,18314,289.7897758773262
627,18315,239.4429387958658
628,18316,201.53984518206303
629,18317,180.4114057526025
630,18318,193.99125079910908
631,18319,224.97861198327595
632,18320,259.0769090343576
633,18321,334.78397330541935
634,18322,475.187828828365
635,18323,526.8080146592733
636,18324,532.3893995969729
637,18325,470.85691811168033
638,18326,503.4607459717934
639,18327,497.10162706736537
640,18328,484.4138886297537
641,18329,495.6986559901293
642,18330,507.8984044878328
643,18331,538.9315147288663
644,18332,517.8945734131381
645,18333,483.39978453588145
646,18334,485.1534983824264
647,18335,473.6857347945855
648,18312,428.71245098734903
649,18313,342.1349649726307
650,18314,289.5515604958984
651,18315,239.24610993665996
652,18316,201.37417373645184
653,18317,180.26310248101478
654,18318,193.83178451130485
655,18319,224.79367320928213
656,18320,258.8639404970173
657,18321,334.50877142276
658,18322,474.7972110104952
659,18323,526.3749635905414
660,18324,531.9517604721655
661,18325,470.4698604247543
662,18326,503.04688701741
663,18327,496.6929954883467
664,18328,484.01568673011974
665,18329,495.2911776929657
666,18330,507.48089765279923
667,18331,538.4884978006262
668,18332,517.4688494448874
669,18333,483.0024162584579
670,18334,484.754688502684
671,18335,473.29635174044085
672,18312,428.3597473104636
673,18313,341.85348898596646
674,18314,289.3133451144705
675,18315,239.04928107745405
676,18316,201.2085022908406
677,18317,180.11479920942702
678,18318,193.6723182235006
679,18319,224.60873443528828
680,18320,258.650971959677
681,18321,334.23356954010063
682,18322,474.4065931926252
683,18323,525.9419125218093
684,18324,531.5141213473579
685,18325,470.0828027378282
686,18326,502.63302806302653
687,18327,496.2843639093279
688,18328,483.61748483048564
689,18329,494.8836993958019
690,18330,507.0633908177655
691,18331,538.0454808723857
692,18332,517.0431254766365
693,18333,482.6050479810343
694,18334,484.35587862294165
695,18335,472.90696868629624
696,18312,428.00704363357823
697,18313,341.5720129993023
698,18314,289.07512973304273
699,18315,238.85245221824826
700,18316,201.0428308452294
701,18317,179.96649593783928
702,18318,193.51285193569646
703,18319,224.4237956612945
704,18320,258.43800342233675
705,18321,333.9583676574413
706,18322,474.0159753747554
707,18323,525.5088614530773
708,18324,531.0764822225503
709,18325,469.69574505090213
710,18326,502.2191691086431
711,18327,495.8757323303092
712,18328,483.2192829308517
713,18329,494.47622109863823
714,18330,506.6458839827319
715,18331,537.6024639441456
716,18332,516.6174015083858
717,18333,482.2076797036108
718,18334,483.9570687431992
719,18335,472.5175856321516
720,18312,427.6543399566928
721,18313,341.290537012638
722,18314,288.83691435161495
723,18315,238.65562335904235
724,18316,200.87715939961817
725,18317,179.81819266625155
726,18318,193.35338564789222
727,18319,224.2388568873007
728,18320,258.2250348849965
729,18321,333.6831657747819
730,18322,473.62535755688543
731,18323,525.0758103843452
732,18324,530.6388430977429
733,18325,469.3086873639761
734,18326,501.80531015425964
735,18327,495.4671007512904
736,18328,482.8210810312176
737,18329,494.0687428014745
738,18330,506.2283771476982
739,18331,537.1594470159052
740,18332,516.191677540135
741,18333,481.8103114261871
742,18334,483.5582588634568
743,18335,472.12820257800684
744,18312,427.30163627980744
745,18313,341.00906102597384
746,18314,288.5986989701871
747,18315,238.45879449983653
748,18316,200.71148795400697
749,18317,179.6698893946638
750,18318,193.19391936008805
751,18319,224.05391811330688
752,18320,258.01206634765623
753,18321,333.40796389212267
754,18322,473.2347397390156
755,18323,524.6427593156134
756,18324,530.2012039729354
757,18325,468.9216296770501
758,18326,501.3914511998762
759,18327,495.05846917227166
760,18328,482.4228791315836
761,18329,493.6612645043108
762,18330,505.81087031266463
763,18331,536.716430087665
764,18332,515.7659535718841
765,18333,481.4129431487636
766,18334,483.15944898371447
767,18335,471.7388195238623
768,18312,426.948932602922
769,18313,340.7275850393096
770,18314,288.3604835887593
771,18315,238.26196564063065
772,18316,200.54581650839572
773,18317,179.52158612307608
774,18318,193.03445307228384
775,18319,223.86897933931303
776,18320,257.79909781031597
777,18321,333.13276200946325
778,18322,472.84412192114576
779,18323,524.2097082468813
780,18324,529.7635648481278
781,18325,468.534571990124
782,18326,500.97759224549276
783,18327,494.64983759325287
784,18328,482.02467723194957
785,18329,493.2537862071471
786,18330,505.393363477631
787,18331,536.2734131594248
788,18332,515.3402296036334
789,18333,481.01557487133994
790,18334,482.7606391039721
791,18335,471.3494364697176
792,18312,426.5962289260367
793,18313,340.4461090526454
794,18314,288.12226820733144
795,18315,238.06513678142483
796,18316,200.3801450627845
797,18317,179.37328285148834
798,18318,192.87498678447963
799,18319,223.6840405653192
800,18320,257.58612927297565
801,18321,332.85756012680395
802,18322,472.4535041032758
803,18323,523.7766571781492
804,18324,529.3259257233203
805,18325,468.1475143031979
806,18326,500.5637332911093
807,18327,494.2412060142342
808,18328,481.6264753323155
809,18329,492.8463079099834
810,18330,504.97585664259736
811,18331,535.8303962311845
812,18332,514.9145056353825
813,18333,480.6182065939164
814,18334,482.3618292242297
815,18335,470.96005341557304
816,18312,426.2435252491513
817,18313,340.16463306598115
818,18314,287.8840528259036
819,18315,237.86830792221895
820,18316,200.21447361717327
821,18317,179.2249795799006
822,18318,192.71552049667542
823,18319,223.49910179132536
824,18320,257.3731607356354
825,18321,332.58235824414453
826,18322,472.06288628540597
827,18323,523.3436061094171
828,18324,528.8882865985128
829,18325,467.76045661627177
830,18326,500.1498743367258
831,18327,493.8325744352154
832,18328,481.2282734326816
833,18329,492.43882961281963
834,18330,504.5583498075637
835,18331,535.3873793029442
836,18332,514.4887816671317
837,18333,480.2208383164928
838,18334,481.9630193444873
839,18335,470.57067036142826
840,18312,425.89082157226585
841,18313,339.88315707931696
842,18314,287.64583744447583
843,18315,237.67147906301312
844,18316,200.04880217156204
845,18317,179.07667630831287
846,18318,192.55605420887125
847,18319,223.31416301733157
848,18320,257.16019219829514
849,18321,332.3071563614852
850,18322,471.672268467536
851,18323,522.9105550406852
852,18324,528.4506474737052
853,18325,467.37339892934585
854,18326,499.73601538234243
855,18327,493.42394285619673
856,18328,480.83007153304754
857,18329,492.031351315656
858,18330,504.1408429725301
859,18331,534.944362374704
860,18332,514.0630576988808
861,18333,479.82347003906926
862,18334,481.56420946474486
863,18335,470.18128730728364
864,18312,425.5381178953804
865,18313,339.6016810926527
866,18314,287.407622063048
867,18315,237.47465020380724
868,18316,199.88313072595082
869,18317,178.92837303672513
870,18318,192.396587921067
871,18319,223.12922424333777
872,18320,256.9472236609548
873,18321,332.03195447882587
874,18322,471.2816506496662
875,18323,522.4775039719532
876,18324,528.0130083488978
877,18325,466.9863412424197
878,18326,499.32215642795893
879,18327,493.01531127717794
880,18328,480.4318696334135
881,18329,491.62387301849225
882,18330,503.7233361374964
883,18331,534.5013454464636
884,18332,513.63733373063
885,18333,479.42610176164567
886,18334,481.1653995850025
887,18335,469.791904253139
888,18312,425.1854142184951
889,18313,339.32020510598846
890,18314,287.1694066816202
891,18315,237.27782134460142
892,18316,199.71745928033963
893,18317,178.7800697651374
894,18318,192.23712163326286
895,18319,222.94428546934395
896,18320,256.73425512361456
897,18321,331.7567525961665
898,18322,470.8910328317962
899,18323,522.0444529032211
900,18324,527.5753692240902
901,18325,466.5992835554936
902,18326,498.90829747357554
903,18327,492.60667969815916
904,18328,480.0336677337795
905,18329,491.2163947213286
906,18330,503.3058293024628
907,18331,534.0583285182234
908,18332,513.2116097623792
909,18333,479.02873348422213
910,18334,480.7665897052602
911,18335,469.40252119899435
912,18312,424.83271054160974
913,18313,339.03872911932433
914,18314,286.9311913001924
915,18315,237.08099248539554
916,18316,199.55178783472843
917,18317,178.63176649354966
918,18318,192.07765534545862
919,18319,222.75934669535013
920,18320,256.52128658627436
921,18321,331.4815507135072
922,18322,470.50041501392644
923,18323,521.6114018344891
924,18324,527.1377300992827
925,18325,466.21222586856766
926,18326,498.4944385191921
927,18327,492.1980481191404
928,18328,479.6354658341455
929,18329,490.8089164241649
930,18330,502.8883224674292
931,18331,533.6153115899832
932,18332,512.7858857941285
933,18333,478.6313652067985
934,18334,480.3677798255178
935,18335,469.0131381448497
936,18312,424.4800068647243
937,18313,338.75725313266
938,18314,286.69297591876455
939,18315,236.88416362618972
940,18316,199.3861163891172
941,18317,178.48346322196193
942,18318,191.91818905765442
943,18319,222.57440792135628
944,18320,256.30831804893404
945,18321,331.2063488308478
946,18322,470.10979719605643
947,18323,521.178350765757
948,18324,526.7000909744752
949,18325,465.8251681816415
950,18326,498.08057956480855
951,18327,491.78941654012164
952,18328,479.2372639345115
953,18329,490.40143812700114
954,18330,502.47081563239556
955,18331,533.1722946617429
956,18332,512.3601618258776
957,18333,478.2339969293748
958,18334,479.96896994577537
959,18335,468.62375509070506
960,18312,424.12730318783895
961,18313,338.47577714599583
962,18314,286.45476053733677
963,18315,236.68733476698384
964,18316,199.22044494350595
965,18317,178.3351599503742
966,18318,191.75872276985024
967,18319,222.3894691473625
968,18320,256.0953495115938
969,18321,330.9311469481885
970,18322,469.71917937818665
971,18323,520.7452996970251
972,18324,526.2624518496677
973,18325,465.4381104947155
974,18326,497.6667206104252
975,18327,491.3807849611029
976,18328,478.83906203487743
977,18329,489.99395982983754
978,18330,502.053308797362
979,18331,532.7292777335026
980,18332,511.93443785762685
981,18333,477.8366286519513
982,18334,479.57016006603305
983,18335,468.23437203656044
984,18312,423.7745995109535
985,18313,338.1943011593316
986,18314,286.21654515590893
987,18315,236.49050590777796
988,18316,199.05477349789476
989,18317,178.18685667878646
990,18318,191.599256482046
991,18319,222.20453037336864
992,18320,255.88238097425346
993,18321,330.6559450655291
994,18322,469.32856156031676
995,18323,520.312248628293
996,18324,525.8248127248602
997,18325,465.0510528077894
998,18326,497.25286165604166
999,18327,490.9721533820841
1000,18328,478.4408601352434
1001,18329,489.58648153267376
1002,18330,501.6358019623283
1003,18331,532.2862608052624
1004,18332,511.508713889376
1005,18333,477.4392603745277
1006,18334,479.17135018629057
1007,18335,467.84498898241577
1008,18312,423.4218958340682
1009,18313,337.9128251726674
1010,18314,285.9783297744811
1011,18315,236.29367704857214
1012,18316,198.88910205228353
1013,18317,178.03855340719872
1014,18318,191.43979019424182
1015,18319,222.01959159937485
1016,18320,255.66941243691326
1017,18321,330.3807431828698
1018,18322,468.93794374244686
1019,18323,519.879197559561
1020,18324,525.3871736000527
1021,18325,464.6639951208633
1022,18326,496.83900270165833
1023,18327,490.56352180306544
1024,18328,478.0426582356094
1025,18329,489.1790032355101
1026,18330,501.2182951272947
1027,18331,531.8432438770221
1028,18332,511.0829899211252
1029,18333,477.04189209710415
1030,18334,478.77254030654825
1031,18335,467.4556059282711
1032,18312,423.0691921571828
1033,18313,337.63134918600315
1034,18314,285.7401143930533
1035,18315,236.09684818936626
1036,18316,198.72343060667228
1037,18317,177.89025013561096
1038,18318,191.28032390643762
1039,18319,221.834652825381
1040,18320,255.45644389957295
1041,18321,330.10554130021046
1042,18322,468.54732592457697
1043,18323,519.446146490829
1044,18324,524.9495344752451
1045,18325,464.2769374339373
1046,18326,496.4251437472748
1047,18327,490.15489022404665
1048,18328,477.6444563359753
1049,18329,488.7715249383464
1050,18330,500.800788292261
1051,18331,531.4002269487819
1052,18332,510.65726595287435
1053,18333,476.64452381968056
1054,18334,478.3737304268059
1055,18335,467.0662228741264
1056,18312,422.71648848029736
1057,18313,337.34987319933896
1058,18314,285.5018990116255
1059,18315,235.9000193301604
1060,18316,198.55775916106109
1061,18317,177.74194686402325
1062,18318,191.1208576186334
1063,18319,221.64971405138718
1064,18320,255.2434753622327
1065,18321,329.8303394175511
1066,18322,468.1567081067071
1067,18323,519.013095422097
1068,18324,524.5118953504376
1069,18325,463.88987974701126
1070,18326,496.0112847928914
1071,18327,489.746258645028
1072,18328,477.24625443634136
1073,18329,488.36404664118265
1074,18330,500.3832814572274
